TYPE LAT LON H FREQ A ICAO NAME
T 59.5894 16.6336 21 130.6 50 ESOW "Vasteras"
T 36.1807 37.2244 1276 119.1 50 OSAP "Aleppo"
T 36.1807 37.2244 1276 118.1 50 OSAP "Aleppo"
T 46.8432 6.91506 1465 128.675 50 LSMP "Payerne"
T 46.8432 6.91506 1465 372.85 50 LSMP "Payerne"
T 46.9749 8.39915 1473 119.625 50 LSMU "Buochs"
T 46.9749 8.39915 1473 370.175 50 LSMU "Buochs"
T 46.0043 8.91058 915 120.25 50 LSZA "Lugano"
T 46.0043 8.91058 915 119.7 50 LSZA "Lugano"
T 46.0043 8.91058 915 122.55 50 LSZA "Lugano"
T 47.485 9.56077 1306 118.65 50 LSZR "St Gallen Altenrhein"
T 47.485 9.56077 1306 119.7 50 LSZR "St Gallen Altenrhein"
T 46.2196 7.32676 1581 118.275 50 LSGS "Sion"
T 46.2196 7.32676 1581 358.55 50 LSGS "Sion"
T 46.9439 8.28417 1460 119.625 50 LSMA "Alpnach"
T 46.9439 8.28417 1460 370.175 50 LSMA "Alpnach"
T 46.2381 6.10895 1411 118.7 50 LSGG "Geneva Cointrin"
T 46.2381 6.10895 1411 119.7 50 LSGG "Geneva Cointrin"
T 46.2381 6.10895 1411 119.9 50 LSGG "Geneva Cointrin"
T 47.0924 8.30512 1400 120.425 50 LSME "Emmen"
T 47.0924 8.30512 1400 338.85 50 LSME "Emmen"
T 47.0789 9.06483 1485 134.825 50 LSMF "Mollis"
T 47.0789 9.06483 1485 344.35 50 LSMF "Mollis"
T 47.4647 8.54917 1416 118.1 50 LSZH "Zurich"
T 47.4647 8.54917 1416 119.7 50 LSZH "Zurich"
T 47.4647 8.54917 1416 127.75 50 LSZH "Zurich"
T 47.4647 8.54917 1416 120.225 50 LSZH "Zurich"
T 46.9141 7.49715 1673 121.025 50 LSZB "Bern Belp"
T 46.9141 7.49715 1673 119.7 50 LSZB "Bern Belp"
T 47.3986 8.64823 1470 128.475 50 LSMD "Dubendorf"
T 47.3986 8.64823 1470 358.575 50 LSMD "Dubendorf"
T 46.5328 9.8828 5600 135.325 50 LSZS "Samedan"
T 46.5328 9.8828 5600 358.475 50 LSZS "Samedan"
T 46.7433 8.11 1900 130.15 50 LSMM "Meiringen"
T 46.7433 8.11 1900 360.875 50 LSMM "Meiringen"
T 46.6765 7.8792 1893 130.15 50 LSMI "Interlaken"
T 46.6765 7.8792 1893 360.875 50 LSMI "Interlaken"
T 47.1816 7.41719 1411 120.1 50 LSZG "Grenchen"
T 47.1816 7.41719 1411 119.7 50 LSZG "Grenchen"
T 47.0838 6.79284 3366 118.125 50 LSGC "Les Eplatures"
T 10.5954 -61.3372 57 118.1 50 TTPP "Piarco"
T 11.1497 -60.8322 36 118.4 50 TTCP "Crown Point"
T 14.9495 102.313 765 119.8 50 VTUQ "Nakhon Ratchasima"
T 14.9495 102.313 765 236.6 50 VTUQ "Nakhon Ratchasima"
T 10.7112 99.3617 18 122.15 50 VTSE "Chumphon"
T 16.1168 103.774 451 119.75 50 VTUV "Roi Et"
T 16.1168 103.774 451 236.6 50 VTUV "Roi Et"
T 8.53962 99.9447 13 122.55 50 VTSF "Nakhon Si Thammarat"
T 8.53962 99.9447 13 236.6 50 VTSF "Nakhon Si Thammarat"
T 17.3838 104.643 587 122.5 50 VTUW "Nakhon Phanom"
T 17.3838 104.643 587 236.6 50 VTUW "Nakhon Phanom"
T 16.4666 102.784 670 122.5 50 VTUK "Khon Kaen"
T 16.4666 102.784 670 236.6 50 VTUK "Khon Kaen"
T 12.6799 101.005 59 118.3 50 VTBU "U Taphao"
T 12.6799 101.005 59 118.1 50 VTBU "U Taphao"
T 12.6799 101.005 59 227 50 VTBU "U Taphao"
T 12.634 99.951 62 122.7 50 VTPH "Hua Hin"
T 19.3015 97.9759 929 122.3 50 VTCH "Mae Hong Son"
T 19.3015 97.9759 929 236.6 50 VTCH "Mae Hong Son"
T 16.6999 98.5451 690 118.35 50 VTPM "Mae Sot"
T 16.6999 98.5451 690 236.6 50 VTPM "Mae Sot"
T 14.8746 100.663 98 122.6 50 VTBL "Khok Kathiam"
T 14.8746 100.663 98 238.6 50 VTBL "Khok Kathiam"
T 14.8746 100.663 98 236.6 50 VTBL "Khok Kathiam"
T 17.2342 99.0579 526 122.3 50 VTPY "Khuan Phumiphon"
T 17.4391 101.722 860 122.5 50 VTUL "Loei"
T 9.1326 99.1356 20 122.7 50 VTSB "Surat Thani"
T 9.1326 99.1356 20 274.5 50 VTSB "Surat Thani"
T 15.2513 104.87 406 122.5 50 VTUU "Ubon Ratchathani"
T 15.2513 104.87 406 236.6 50 VTUU "Ubon Ratchathani"
T 14.95 100.644 95 122.1 50 VTBH "Sa Pran Nak"
T 14.95 100.644 95 234.5 50 VTBH "Sa Pran Nak"
T 11.7884 99.8047 10 351.1 50 VTBP "Prachuap"
T 11.7884 99.8047 10 135.9 50 VTBP "Prachuap"
T 11.7884 99.8047 10 236.6 50 VTBP "Prachuap"
T 9.54779 100.062 64 118.9 50 VTSM "Samui"
T 6.78546 101.154 8 119.3 50 VTSK "Pattani"
T 6.78546 101.154 8 236.6 50 VTSK "Pattani"
T 18.2721 99.5041 809 122.3 50 VTCL "Lampang"
T 18.2721 99.5041 809 236.6 50 VTCL "Lampang"
T 19.9523 99.883 1280 118.4 50 VTCT "Chiang Rai"
T 19.9523 99.883 1280 236.6 50 VTCT "Chiang Rai"
T 7.50874 99.6166 67 118.4 50 VTST "Trang"
T 7.50874 99.6166 67 236.6 50 VTST "Trang"
T 14.102 99.9172 33 237.5 50 VTBK "Kamphaeng Saen"
T 14.102 99.9172 33 123.3 50 VTBK "Kamphaeng Saen"
T 14.102 99.9172 33 119.7 50 VTBK "Kamphaeng Saen"
T 18.767 98.9629 1036 118.1 50 VTCC "Chiang Mai"
T 18.767 98.9629 1036 236.6 50 VTCC "Chiang Mai"
T 17.1951 104.119 529 119.65 50 VTUI "Sakon Nakhon"
T 17.1951 104.119 529 236.6 50 VTUI "Sakon Nakhon"
T 14.9344 102.079 729 122.2 50 VTUN "Khorat"
T 14.9344 102.079 729 240.5 50 VTUN "Khorat"
T 16.7829 100.279 145 118.9 50 VTPP "Phitsanulok"
T 16.7829 100.279 145 236.6 50 VTPP "Phitsanulok"
T 15.2773 100.296 107 133.25 50 VTPI "Takhli"
T 15.2773 100.296 107 241.5 50 VTPI "Takhli"
T 8.1132 98.3169 82 118.1 50 VTSP "Phuket"
T 8.1132 98.3169 82 236.6 50 VTSP "Phuket"
T 13.7688 102.315 200 118.1 50 VTBW "Watthana Nakhon"
T 13.7688 102.315 200 236.6 50 VTBW "Watthana Nakhon"
T 7.18656 100.608 12 126.2 50 VTSH "Songkhla"
T 7.18656 100.608 12 227 50 VTSH "Songkhla"
T 19.8848 99.8263 1312 118.4 50 VTCR "Chiang Rai"
T 19.8848 99.8263 1312 236.6 50 VTCR "Chiang Rai"
T 6.93321 100.393 90 118.1 50 VTSS "Hat Yai"
T 6.93321 100.393 90 275.8 50 VTSS "Hat Yai"
T 15.673 100.137 113 122.8 50 VTPN "Nakhon Sawan"
T 15.673 100.137 113 122.3 50 VTPN "Nakhon Sawan"
T 15.673 100.137 113 236.6 50 VTPN "Nakhon Sawan"
T 16.896 99.2533 478 118.8 50 VTPT "Tak"
T 16.896 99.2533 478 236.6 50 VTPT "Tak"
T 18.8079 100.783 685 118.55 50 VTCN "Nan"
T 18.8079 100.783 685 236.6 50 VTCN "Nan"
T 6.51992 101.743 18 122.7 50 VTSC "Narathiwat"
T 6.51992 101.743 18 236.6 50 VTSC "Narathiwat"
T 13.9126 100.607 9 118.1 50 VTBD "Bangkok"
T 13.9126 100.607 9 236.6 50 VTBD "Bangkok"
T 17.3864 102.788 579 122.5 50 VTUD "Udon Thani"
T 17.3864 102.788 579 355.4 50 VTUD "Udon Thani"
T 18.1322 100.165 538 118.6 50 VTCP "Phrae"
T 18.1322 100.165 538 236.6 50 VTCP "Phrae"
T 9.77762 98.5855 57 122.25 50 VTSR "Ranong"
T 9.77762 98.5855 57 236.6 50 VTSR "Ranong"
T 15.2295 103.253 590 119.9 50 VTUO "Buri Ram"
T 15.2295 103.253 590 236.6 50 VTUO "Buri Ram"
T 17.2375 99.8182 177 118.7 50 VTPO "Sukhothai"
T 21.4445 -71.1424 13 118.6 50 MBGT "Grand Turk"
T 21.7736 -72.2659 15 119.9 50 MBPV "Providenciales"
T 21.5158 -71.5285 6 118.9 50 MBSC "South Caicos"
T 35.7581 10.7547 9 118.3 50 DTMB "Habib Bourguiba"
T 34.422 8.8225 1060 122.1 50 DTTF "Gafsa"
T 33.9397 8.11056 287 118.2 50 DTTZ "Nefta"
T 36.9822 35.2804 65 121.1 50 LTAF "Adana"
T 40.9769 28.8211 163 118.1 50 LTBA "Ataturk"
T 40.9769 28.8211 163 121.8 50 LTBA "Ataturk"
T 40.9769 28.8211 163 257.8 50 LTBA "Ataturk"
T 22.5754 120.351 31 118.7 50 RCKH "Kaohsiung"
T 22.5754 120.351 31 126.2 50 RCKH "Kaohsiung"
T 22.5754 120.351 31 236.6 50 RCKH "Kaohsiung"
T 25.0694 121.552 18 118.1 50 RCSS "Sungshan"
T 25.0694 121.552 18 126.3 50 RCSS "Sungshan"
T 25.0694 121.552 18 236.6 50 RCSS "Sungshan"
T 25.0694 121.552 18 275.8 50 RCSS "Sungshan"
T 24.0231 121.618 52 118.1 50 RCYU "Hualien"
T 24.0231 121.618 52 126.18 50 RCYU "Hualien"
T 24.0231 121.618 52 236.6 50 RCYU "Hualien"
T 25.0777 121.233 107 118.7 50 RCTP "Chiang Kai Shek"
T 25.0777 121.233 107 236.6 50 RCTP "Chiang Kai Shek"
T 52.0722 -0.616667 358 134.925 50 EGTC "Cranfield"
T 52.0722 -0.616667 358 122.85 50 EGTC "Cranfield"
T 50.8356 -0.297222 7 123.15 50 EGKA "Shoreham"
T 50.8356 -0.297222 7 125.4 50 EGKA "Shoreham"
T 51.4775 -0.461389 80 118.5 50 EGLL "Heathrow"
T 51.4775 -0.461389 80 118.7 50 EGLL "Heathrow"
T 51.4775 -0.461389 80 124.475 50 EGLL "Heathrow"
T 50.7344 -3.41389 100 119.8 50 EGTE "Exeter"
T 51.8747 -0.368333 526 132.55 50 EGGW "Luton"
T 51.8747 -0.368333 526 126.725 50 EGGW "Luton"
T 54.0494 -1.25194 53 122.1 50 EGXU "Linton On Ouse"
T 54.0494 -1.25194 53 300.425 50 EGXU "Linton On Ouse"
T 54.0494 -1.25194 53 257.8 50 EGXU "Linton On Ouse"
T 58.2139 -6.33083 26 123.5 50 EGPO "Stornoway"
T 53.2481 -4.53534 37 122.1 50 EGOV "Valley"
T 53.2481 -4.53534 37 340.175 50 EGOV "Valley"
T 53.2481 -4.53534 37 257.8 50 EGOV "Valley"
T 54.6575 -6.21583 268 118.3 50 EGAA "Aldergrove"
T 52.4539 -1.74803 325 118.3 50 EGBB "Birmingham"
T 53.1781 -2.97778 35 124.95 50 EGNR "Hawarden"
T 53.1781 -2.97778 35 336.325 50 EGNR "Hawarden"
T 52.8117 -4.12357 30 122.5 50 EGOD "Llanbedr"
T 52.8117 -4.12357 30 387.75 50 EGOD "Llanbedr"
T 53.8659 -1.66057 682 120.3 50 EGNM "Leeds Bradford"
T 52.6484 0.550439 75 122.1 50 EGYM "Marham"
T 52.6484 0.550439 75 337.9 50 EGYM "Marham"
T 52.6484 0.550439 75 257.8 50 EGYM "Marham"
T 52.3697 -1.47972 281 119.25 50 EGBE "Coventry"
T 52.3697 -1.47972 281 124.8 50 EGBE "Coventry"
T 51.2342 -0.942833 405 122.1 50 EGVO "Odiham"
T 51.2342 -0.942833 405 309.625 50 EGVO "Odiham"
T 51.2342 -0.942833 405 257.8 50 EGVO "Odiham"
T 53.093 -0.166014 25 119.975 50 EGXC "Coningsby"
T 53.093 -0.166014 25 122.1 50 EGXC "Coningsby"
T 53.093 -0.166014 25 275.875 50 EGXC "Coningsby"
T 53.3075 -0.550833 202 282.4 50 EGXP "Scampton"
T 51.5053 0.055278 19 118.075 50 EGLC "City"
T 51.5053 0.055278 19 118.4 50 EGLC "City"
T 53.8343 -1.1955 29 122.1 50 EGXG "Church Fenton"
T 53.8343 -1.1955 29 275.5 50 EGXG "Church Fenton"
T 50.78 -1.8425 38 125.6 50 EGHH "Bournemouth"
T 57.7052 -3.33917 42 118.2 50 EGQS "Lossiemouth"
T 57.7052 -3.33917 42 337.75 50 EGQS "Lossiemouth"
T 54.2055 -1.38209 92 122.1 50 EGXZ "Topcliffe"
T 54.2055 -1.38209 92 309.725 50 EGXZ "Topcliffe"
T 54.2055 -1.38209 92 257.8 50 EGXZ "Topcliffe"
T 56.4525 -3.02583 17 122.9 50 EGPN "Dundee"
T 55.5078 -4.58667 65 118.15 50 EGPK "Prestwick"
T 55.5078 -4.58667 65 121.8 50 EGPK "Prestwick"
T 50.0861 -5.25571 267 122.1 50 EGDR "Culdrose"
T 50.0861 -5.25571 267 386.525 50 EGDR "Culdrose"
T 50.0861 -5.25571 267 123.3 50 EGDR "Culdrose"
T 52.7982 -2.66804 249 122.1 50 EGOS "Shawbury"
T 52.7982 -2.66804 249 340.35 50 EGOS "Shawbury"
T 51.5714 0.695556 49 127.725 50 EGMC "Southend"
T 52.7357 -0.648769 461 130.2 50 EGXJ "Cottesmore"
T 52.7357 -0.648769 461 370.05 50 EGXJ "Cottesmore"
T 52.7357 -0.648769 461 257.8 50 EGXJ "Cottesmore"
T 52.7357 -0.648769 461 122.1 50 EGXJ "Cottesmore"
T 51.75 -1.58362 288 123.72 50 EGVN "Brize Norton"
T 51.75 -1.58362 288 396.7 50 EGVN "Brize Norton"
T 51.75 -1.58362 288 257.8 50 EGVN "Brize Norton"
T 50.4406 -4.99541 390 123.4 50 EGDG "St Mawgan"
T 50.4406 -4.99541 390 122.1 50 EGDG "St Mawgan"
T 50.4406 -4.99541 390 241.825 50 EGDG "St Mawgan"
T 57.5401 -4.05005 31 122.6 50 EGPE "Inverness"
T 52.1273 0.955931 284 122.1 50 EGUW "Wattisham"
T 52.1273 0.955931 284 358.6 50 EGUW "Wattisham"
T 51.6163 -1.09583 226 127.15 50 EGUB "Benson"
T 51.6163 -1.09583 226 279.35 50 EGUB "Benson"
T 52.205 0.175 50 122.2 50 EGSC "Cambridge"
T 52.205 0.175 50 372.425 50 EGSC "Cambridge"
T 51.3308 0.0325 600 134.8 50 EGKB "Biggin Hill"
T 52.3572 -0.107833 135 122.1 50 EGUY "Wyton"
T 52.3572 -0.107833 135 245.375 50 EGUY "Wyton"
T 52.3619 0.486406 33 122.55 50 EGUN "Mildenhall"
T 52.3619 0.486406 33 370.25 50 EGUN "Mildenhall"
T 54.5092 -1.42941 120 119.8 50 EGNV "Teesside"
T 53.1662 -0.523811 231 388.225 50 EGXW "Waddington"
T 53.1662 -0.523811 231 257.8 50 EGXW "Waddington"
T 52.6758 1.28278 117 124.25 50 EGSH "Norwich"
T 54.1372 -1.42025 117 122.1 50 EGXD "Dishforth"
T 54.1372 -1.42025 117 259.825 50 EGXD "Dishforth"
T 51.8942 -2.16722 95 122.9 50 EGBJ "Gloucestershire"
T 57.2042 -2.20028 215 118.1 50 EGPD "Dyce"
T 59.8789 -1.29556 20 118.25 50 EGPB "Sumburgh"
T 51.0094 -2.63882 75 122.1 50 EGDY "Yeovilton"
T 51.0094 -2.63882 75 372.65 50 EGDY "Yeovilton"
T 51.885 0.235 348 123.8 50 EGSS "Stansted"
T 51.885 0.235 348 125.55 50 EGSS "Stansted"
T 53.7717 -3.02861 34 118.4 50 EGNH "Blackpool"
T 55.8719 -4.43306 26 118.8 50 EGPF "Glasgow"
T 54.6181 -5.8725 15 130.75 50 EGAC "City"
T 51.3827 -2.71909 622 133.85 50 EGGD "Bristol"
T 53.3537 -2.27495 257 118.625 50 EGCC "Manchester"
T 53.3537 -2.27495 257 119.525 50 EGCC "Manchester"
T 51.8369 -1.32 270 133.425 50 EGTK "Kidlington"
T 60.4328 -1.29611 75 123.6 50 EGPM "Scatsta"
T 54.2923 -1.53519 132 120.5 50 EGXE "Leeming"
T 54.2923 -1.53519 132 122.1 50 EGXE "Leeming"
T 54.2923 -1.53519 132 344.575 50 EGXE "Leeming"
T 54.2923 -1.53519 132 257.8 50 EGXE "Leeming"
T 55.0428 -7.16111 22 134.15 50 EGAE "Londonderry Eglinton"
T 58.4588 -3.09296 126 119.7 50 EGPC "Wick"
T 50.4228 -4.10583 485 118.15 50 EGHD "Plymouth"
T 58.9581 -2.905 51 118.3 50 EGPA "Kirkwall"
T 56.3729 -2.86844 38 122.1 50 EGQL "Leuchars"
T 56.3729 -2.86844 38 259.125 50 EGQL "Leuchars"
T 56.3729 -2.86844 38 257.8 50 EGQL "Leuchars"
T 52.4093 0.561 32 122.1 50 EGUL "Lakenheath"
T 52.4093 0.561 32 358.675 50 EGUL "Lakenheath"
T 53.5816 -3.05552 37 119.75 50 EGOW "Woodvale"
T 53.5816 -3.05552 37 259.95 50 EGOW "Woodvale"
T 54.1297 -3.25611 47 123.2 50 EGNL "Walney Island"
T 51.2758 -0.776333 238 122.5 50 EGLF "Farnborough"
T 51.1481 -0.190278 196 124.225 50 EGKK "Gatwick"
T 51.1481 -0.190278 196 134.225 50 EGKK "Gatwick"
T 53.0306 -0.481111 218 122.1 50 EGYD "Cranwell"
T 53.0306 -0.481111 218 379.525 50 EGYD "Cranwell"
T 53.0306 -0.481111 218 257.8 50 EGYD "Cranwell"
T 52.7549 1.35734 66 122.1 50 EGYC "Coltishall"
T 52.7549 1.35734 66 339.95 50 EGYC "Coltishall"
T 53.3336 -2.84972 81 126.35 50 EGGP "Liverpool"
T 50.9503 -1.3568 44 118.2 50 EGHI "Southampton"
T 52.64 -2.30558 272 121.95 50 EGWC "Cosford"
T 52.64 -2.30558 272 357.125 50 EGWC "Cosford"
T 51.553 -0.418167 124 120.675 50 EGWU "Northolt"
T 51.553 -0.418167 124 312.35 50 EGWU "Northolt"
T 51.553 -0.418167 124 257.8 50 EGWU "Northolt"
T 51.5052 -1.9934 513 119.225 50 EGDL "Lyneham"
T 51.5052 -1.9934 513 122.1 50 EGDL "Lyneham"
T 51.5052 -1.9934 513 386.825 50 EGDL "Lyneham"
T 53.3381 -2.14889 295 120.7 50 EGCD "Manchester Woodford"
T 55.95 -3.3725 135 118.7 50 EGPH "Edinburgh"
T 54.9375 -2.80917 190 123.6 50 EGNC "Carlisle"
T 51.3967 -3.34333 220 125 50 EGFF "Cardiff"
T 52.8311 -1.32806 306 124 50 EGNX "East Midlands"
T 52.6126 -0.476614 273 128.075 50 EGXT "Wittering"
T 52.6126 -0.476614 273 357.15 50 EGXT "Wittering"
T 52.6126 -0.476614 273 257.8 50 EGXT "Wittering"
T 57.4811 -7.36278 19 119.2 50 EGPL "Benbecula"
T 53.7451 -2.88306 55 130.8 50 EGNO "Warton"
T 53.7451 -2.88306 55 311.3 50 EGNO "Warton"
T 51.5194 -2.59083 226 132.35 50 EGTG "Bristol Filton"
T 51.5194 -2.59083 226 342.025 50 EGTG "Bristol Filton"
T 53.5744 -0.350833 121 118.55 50 EGNJ "Humberside"
T 53.5744 -0.350833 121 119.125 50 EGNJ "Humberside"
T 55.0375 -1.69167 266 119.7 50 EGNT "Newcastle"
T 19.7203 -155.049 38 118.1 50 PHTO "Hilo"
T 19.7203 -155.049 38 263.1 50 PHTO "Hilo"
T 28.5455 -81.3329 113 118.7 50 KORL "Executive"
T 28.5455 -81.3329 113 239 50 KORL "Executive"
T 34.9915 -78.8803 189 118.3 50 KFAY "Fayetteville Grannis"
T 34.9915 -78.8803 189 269.2 50 KFAY "Fayetteville Grannis"
T 30.5069 -86.9597 102 121.4 50 KNFJ "Choctaw Nolf"
T 30.5069 -86.9597 102 315.6 50 KNFJ "Choctaw Nolf"
T 30.5069 -86.9597 102 380.8 50 KNFJ "Choctaw Nolf"
T 33.9486 -83.3263 808 126.3 50 KAHN "Athens Ben Epps"
T 33.9486 -83.3263 808 338.275 50 KAHN "Athens Ben Epps"
T 42.47 -71.289 133 118.5 50 KBED "Laurence G Hanscom"
T 42.47 -71.289 133 236.6 50 KBED "Laurence G Hanscom"
T 35.3852 -80.7097 690 134.65 50 KJQF "Concord"
T 29.6223 -95.6565 82 118.65 50 KSGR "Sugar Land"
T 37.5119 -122.25 5 119 50 KSQL "San Carlos"
T 37.5119 -122.25 5 326.2 50 KSQL "San Carlos"
T 38.5539 -121.298 96 120.65 50 KMHR "Sacramento Mather"
T 38.5539 -121.298 96 282.25 50 KMHR "Sacramento Mather"
T 37.4611 -122.115 4 118.6 50 KPAO "Palo Alto"
T 37.4611 -122.115 4 257.8 50 KPAO "Palo Alto"
T 34.2962 -116.162 2042 135.525 50 KNXP "Twentynine Palms Eaf"
T 34.2962 -116.162 2042 340.2 50 KNXP "Twentynine Palms Eaf"
T 36.2819 -94.3068 1287 127.1 50 KXNA "Northwest Arkansas"
T 41.5868 -83.8078 684 118.1 50 KTOL "Toledo Express"
T 41.5868 -83.8078 684 285.4 50 KTOL "Toledo Express"
T 40.7993 -74.4149 187 118.1 50 KMMU "Morristown"
T 40.7993 -74.4149 187 353.9 50 KMMU "Morristown"
T 29.9525 -81.9797 196 241 50 2CB "Camp Blanding Aaf"
T 35.3366 -94.3674 469 118.3 50 KFSM "Fort Smith"
T 35.3366 -94.3674 469 381.6 50 KFSM "Fort Smith"
T 40.8214 -82.5166 1297 119.8 50 KMFD "Mansfield Lahm"
T 40.8214 -82.5166 1297 325.8 50 KMFD "Mansfield Lahm"
T 61.2144 -149.846 137 126 50 PAMR "Merrill"
T 61.2144 -149.846 137 127.55 50 PAMR "Merrill"
T 45.5404 -122.95 204 119.3 50 KHIO "Portland Hillsboro"
T 45.5404 -122.95 204 239.3 50 KHIO "Portland Hillsboro"
T 32.01 -81.1457 42 46.7 50 KSVN "Hunter Aaf"
T 32.01 -81.1457 42 133.55 50 KSVN "Hunter Aaf"
T 32.01 -81.1457 42 279.575 50 KSVN "Hunter Aaf"
T 32.01 -81.1457 42 285.425 50 KSVN "Hunter Aaf"
T 41.4485 -90.5075 590 119.4 50 KMLI "Quad City"
T 41.4485 -90.5075 590 257.8 50 KMLI "Quad City"
T 30.2106 -93.1432 17 124.2 50 KCWF "Chennault"
T 30.2106 -93.1432 17 286.6 50 KCWF "Chennault"
T 47.9493 -97.1761 845 118.4 50 KGFK "Grand Forks"
T 47.9493 -97.1761 845 350.35 50 KGFK "Grand Forks"
T 30.7242 -87.0219 200 121.4 50 KNSE "Whiting Nas North"
T 30.7242 -87.0219 200 306.925 50 KNSE "Whiting Nas North"
T 45.8077 -108.543 3649 124.2 50 KBIL "Billings Logan"
T 45.8077 -108.543 3649 257.8 50 KBIL "Billings Logan"
T 40.6642 -89.6933 660 119.1 50 KPIA "Greater Peoria"
T 40.6642 -89.6933 660 125.8 50 KPIA "Greater Peoria"
T 40.6642 -89.6933 660 252.9 50 KPIA "Greater Peoria"
T 36.3792 -97.7911 1167 118.9 50 KWDG "Enid Woodring"
T 36.3792 -97.7911 1167 257.95 50 KWDG "Enid Woodring"
T 38.2132 -122.281 33 118.7 50 KAPC "Napa Co"
T 38.2132 -122.281 33 257.8 50 KAPC "Napa Co"
T 34.6545 -112.42 5045 125.3 50 KPRC "Ernest A Love"
T 34.6545 -112.42 5045 288.1 50 KPRC "Ernest A Love"
T 35.9524 -112.147 6609 119 50 KGCN "Canyon"
T 32.8157 -117.14 427 119.2 50 KMYF "Montgomery"
T 32.8157 -117.14 427 125.7 50 KMYF "Montgomery"
T 32.8157 -117.14 427 269.4 50 KMYF "Montgomery"
T 40.2767 -74.8133 213 120.7 50 KTTN "Trenton Mercer"
T 40.2767 -74.8133 213 257.8 50 KTTN "Trenton Mercer"
T 42.3643 -71.0052 19 119.1 50 KBOS "Boston"
T 42.3643 -71.0052 19 124.725 50 KBOS "Boston"
T 42.3643 -71.0052 19 128.8 50 KBOS "Boston"
T 30.3911 -81.4247 17 118.75 50 KNRB "Mayport Ns"
T 30.3911 -81.4247 17 265.8 50 KNRB "Mayport Ns"
T 30.3911 -81.4247 17 350.5 50 KNRB "Mayport Ns"
T 38.2627 -121.927 62 120.75 50 KSUU "Travis Airforce Base"
T 38.2627 -121.927 62 239.05 50 KSUU "Travis Airforce Base"
T 38.2627 -121.927 62 254.4 50 KSUU "Travis Airforce Base"
T 37.0742 -77.9575 439 38.3 50 KBKT "Allen C Perkinson Blackstone Aaf"
T 37.0742 -77.9575 439 126.2 50 KBKT "Allen C Perkinson Blackstone Aaf"
T 37.0742 -77.9575 439 241 50 KBKT "Allen C Perkinson Blackstone Aaf"
T 37.8583 -80.3995 2302 118.9 50 KLWB "Greenbrier Valley"
T 44.7776 -89.6668 1277 119.75 50 KCWA "Central Wisconsin"
T 37.7531 -89.0116 472 126.9 50 KMWA "Williamson Co"
T 30.6265 -88.068 26 118.8 50 KBFM "Mobile Downtown"
T 30.6265 -88.068 26 251.1 50 KBFM "Mobile Downtown"
T 37.7213 -122.221 6 118.3 50 KOAK "Oakland"
T 37.7213 -122.221 6 124.9 50 KOAK "Oakland"
T 37.7213 -122.221 6 127.2 50 KOAK "Oakland"
T 37.7213 -122.221 6 256.9 50 KOAK "Oakland"
T 37.7213 -122.221 6 291.65 50 KOAK "Oakland"
T 39.8403 -83.8402 1051 120.7 50 KSGH "Springfield Beckley"
T 39.8403 -83.8402 1051 383.1 50 KSGH "Springfield Beckley"
T 34.6904 -77.0297 22 126.45 50 KNJM "Bogue Mcalf"
T 34.6904 -77.0297 22 256.875 50 KNJM "Bogue Mcalf"
T 41.3026 -95.8938 984 132.1 50 KOMA "Eppley Afld"
T 41.3026 -95.8938 984 256.9 50 KOMA "Eppley Afld"
T 20.8986 -156.431 54 118.7 50 PHOG "Kahului"
T 20.8986 -156.431 54 279.6 50 PHOG "Kahului"
T 35.2368 -120.642 209 124 50 KSBP "San Luis Co"
T 35.2368 -120.642 209 379.9 50 KSBP "San Luis Co"
T 34.5677 -98.4166 1110 119.9 50 KLAW "Lawton Fort Sill"
T 34.5677 -98.4166 1110 257.8 50 KLAW "Lawton Fort Sill"
T 37.6499 -97.4331 1333 118.2 50 KICT "Wichita Mid Continent"
T 37.6499 -97.4331 1333 257.8 50 KICT "Wichita Mid Continent"
T 39.2976 -94.7139 1026 125.75 50 KMCI "Kansas City"
T 39.2976 -94.7139 1026 128.2 50 KMCI "Kansas City"
T 39.2976 -94.7139 1026 254.25 50 KMCI "Kansas City"
T 43.1399 -89.3375 887 119.3 50 KMSN "Dane Co Truax"
T 43.1399 -89.3375 887 257.8 50 KMSN "Dane Co Truax"
T 46.7727 -100.746 1661 118.3 50 KBIS "Bismarck"
T 46.7727 -100.746 1661 257.8 50 KBIS "Bismarck"
T 30.2121 -85.6828 20 120.5 50 KPFN "Panama City Bay Co"
T 30.2121 -85.6828 20 269 50 KPFN "Panama City Bay Co"
T 43.939 -90.2534 912 127.5 50 KVOK "Volk"
T 43.939 -90.2534 912 236.6 50 KVOK "Volk"
T 33.4342 -112.008 1135 118.7 50 KPHX "Phoenix"
T 33.4342 -112.008 1135 120.9 50 KPHX "Phoenix"
T 33.4342 -112.008 1135 254.3 50 KPHX "Phoenix"
T 33.4342 -112.008 1135 385.4 50 KPHX "Phoenix"
T 44.8074 -68.8281 192 120.7 50 KBGR "Bangor"
T 44.8074 -68.8281 192 257.8 50 KBGR "Bangor"
T 26.1973 -80.1707 14 120.9 50 KFXE "Fort Lauderdale"
T 26.1973 -80.1707 14 239.3 50 KFXE "Fort Lauderdale"
T 32.3848 -94.7115 365 119.2 50 KGGG "East Texas"
T 32.3848 -94.7115 365 377.05 50 KGGG "East Texas"
T 40.6524 -75.4404 394 120.5 50 KABE "Lehigh Valley"
